Distributor,ChemistType,Chemist,Products,M0123_Units,M0223_Units,M0323_Units,M0423_Units,M0523_Units,M0623_Units,M0723_Units,M0823_Units,M0923_Units,M1023_Units,M1123_Units,M1223_Units,total2023,M0124_Units,M0224_Units,M0324_Units,M0424_Units,M0524_Units,M0624_Units,M0724_Units,M0824_Units,M0924_Units,M1024_Units,M1124_Units,M1224_Units,M0125_Units,M0225_Units,M0325_Units,M0425_Units,M0525_Units,M0625_Units,M0725_Units,M0825_Units,M0925_Units,M1025_Units,M1125_Units,M1225_Units,M0123_Value,M0223_Value,M0323_Value,M0423_Value,M0523_Value,M0623_Value,M0723_Value,M0823_Value,M0923_Value,M1023_Value,M1123_Value,M1223_Value,M0124_Value,M0224_Value,M0324_Value,M0424_Value,M0524_Value,M0624_Value,M0724_Value,M0824_Value,M0924_Value,M1024_Value,M1124_Value,M1224_Value,M0125_Value,M0225_Value,M0325_Value,M0425_Value,M0525_Value,M0625_Value,M0725_Value,M0825_Value,M0925_Value,M1025_Value,M1125_Value,M1225_Value
Distributor-1,D,Chemist-45295,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-21124,Prod-1, -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-33118,Prod-1, 3 , 5 , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 13 , -   , -   , -   , 2 , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 2 , -   , -   , -   , -   ," 1,589 "," 2,648 "," 2,648 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 "," 3,182 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-14008,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-1907,Prod-1, -   , -   , 2 , -   , (1), -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , (1), -   , -   , -   , -   , -   , -   , -   , -   , 4 , -   , 2 , -   , 4 , 2 , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , (530), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , (636), -   , -   , -   , -   , -   , -   , -   , -   ," 2,545 ", -   ," 1,273 ", -   ," 2,545 "," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-15985,Prod-1, -   , -   , -   , -   , 2 , -   , 2 , 2 , 2 , 2 , -   , 2 , 12 , 3 , 2 , 2 , -   , 3 , -   , 5 , 5 , 3 , -   , -   , 3 , 3 , -   , 3 , -   , 3 , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   ," 1,059 "," 1,059 "," 1,059 "," 1,273 ", -   ," 1,273 "," 1,909 "," 1,273 "," 1,273 ", -   ," 1,909 ", -   ," 3,182 "," 3,182 "," 1,909 ", -   , -   ," 1,909 "," 1,909 ", -   ," 1,909 ", -   ," 1,909 ", -   ," 1,909 ", -   , -   , -   , -   , -   
Distributor-1,D,Chemist-759,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , 3 , -   , -   , -   , 8 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   ," 1,909 ", -   , -   , -   ," 5,091 "," 1,909 ", -   , -   , -   , -   
Distributor-1,R,Chemist-50452,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-51566,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-3956,Prod-1, 1 , 1 , 1 , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , 530 , 530 , -   , -   , 530 , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-49096,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-52575,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-53032,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-37446,Prod-1, 2 , -   , 1 , -   , 1 , -   , -   , -   , -   , (1), -   , 1 , 4 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , 530 , -   , 530 , -   , -   , -   , -   , (636), -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-2866,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-45499,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-26465,Prod-1, -   , -   , -   , -   , -   , 1 , -   , 2 , -   , -   , -   , -   , 3 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   ," 1,059 ", -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 ," 1,273 ", 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-19554,Prod-1, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , 636 , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-28305,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-2862,Prod-1, -   , -   , 2 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 4 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-39757,Prod-1, -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,D,Chemist-14464,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-51991,Prod-1, -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,D,Chemist-26818,Prod-1, 50 , 50 , 120 , 100 , 170 , 170 , 200 , 200 , 200 , 130 , 180 , 200 ," 1,770 ", 200 , 200 , 220 , 200 , 200 , 200 , 200 , 100 , 60 , 60 , -   , -   , -   , 30 , 50 , 60 , 80 , 50 , 20 , 50 , -   , -   , -   , -   ," 26,482 "," 26,482 "," 63,557 "," 52,964 "," 90,039 "," 90,039 "," 105,928 "," 105,928 "," 105,928 "," 82,726 "," 114,543 "," 127,270 "," 127,270 "," 127,270 "," 139,997 "," 127,270 "," 127,270 "," 127,270 "," 127,270 "," 63,635 "," 38,181 "," 38,181 ", -   , -   , -   ," 19,091 "," 31,818 "," 38,181 "," 50,908 "," 31,818 "," 12,727 "," 31,818 ", -   , -   , -   , -   
Distributor-1,R,Chemist-6543,Prod-1, -   , -   , -   , -   , -   , -   , 4 , -   , -   , 1 , 3 , -   , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,119 ", -   , -   , 636 ," 1,909 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   
Distributor-1,R,Chemist-57465,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-14232,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 , 2 , -   , -   , 1 , 2 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,545 "," 1,273 ", -   , -   , 636 ," 1,273 ", -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-59798,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , 10 , -   , 3 , -   , -   , -   , 3 , 4 , -   , 8 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,909 "," 6,364 ", -   ," 1,909 ", -   , -   , -   ," 1,909 "," 2,545 ", -   ," 5,091 "," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-57226,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-5052,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , 636 , -   ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-44508,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-18449,Prod-1, 5 , 5 , 3 , -   , 5 , -   , 2 , -   , 2 , 2 , -   , 2 , 26 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,648 "," 2,648 "," 1,589 ", -   ," 2,648 ", -   ," 1,059 ", -   ," 1,059 "," 1,273 ", -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-27920,Prod-1, -   , 5 , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , 15 , -   , -   , -   , -   , 1 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,648 ", -   , -   , -   ," 5,296 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , 636 , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-51645,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-61764,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-52253,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-12599,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,182 ", -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-2603,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-45581,Prod-1, -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , 6 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,178 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-26673,Prod-1, -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , (2), 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,059 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," (1,273)", 636 , -   , 636 , -   , -   , -   , -   , -   , -   ," 1,273 ", -   , -   , -   , -   
Distributor-1,R,Chemist-25579,Prod-1, 1 , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , 1 , -   , 4 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 530 , -   , -   , -   , -   , -   , -   , -   , 530 , 636 , 636 , -   , 636 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-15383,Prod-1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 3 , 3 , -   , 3 , -   , (5), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,273 "," 1,909 "," 1,909 ", -   ," 1,909 ", -   ," (3,182)", -   , -   , -   , -   , -   , -   , -   , -   
Distributor-1,R,Chemist-22630,Prod-1, 5 , 10 , 21 , 12 , 10 , 5 , 10 , 10 , 5 , 10 , 35 , -   , 133 , -   , -   , -   , 15 , -   , -   , -   , -   , 40 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 2,648 "," 5,296 "," 11,122 "," 6,356 "," 5,296 "," 2,648 "," 5,296 "," 5,296 "," 2,648 "," 6,364 "," 22,272 ", -   , -   , -   , -   ," 9,545 ", -   , -   , -   , -   ," 25,454 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
